SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncccn1.[Cl-],cationic,0.00608,2.216096421,39.6,0.00000167,0.99,32.4,2.87,0.00135,25,10.1002/jsde.12221,10.1002/jsde.12221,,,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.001649,2.782779344,47.87,0.00000226,0.74,24.12,3.01,0.00097,25,10.1016/j.molliq.2017.05.092,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.05.092,10.1016/j.molliq.2017.05.092,,10.1016/j.molliq.2017.05.092,10.1016/j.molliq.2017.05.092,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,0.000124,3.906578315,41.8,0.00000107,1.55,30.2,4.324017742,0.013246555,25,10.1016/j.colsurfa.2014.06.019,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2014.06.019,10.1016/j.colsurfa.2014.06.019,,10.1016/j.colsurfa.2014.06.019,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,29.1,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s00396-014-3233-9,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0007895,3.102647866,40.4,0.00000278,0.9,30.78,3.35,0.000447,29.85,10.1016/j.molliq.2015.01.055,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.01.055,10.1016/j.molliq.2015.01.055,calculated,10.1016/j.molliq.2015.01.055,10.1016/j.molliq.2015.01.055,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.7,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s00396-014-3233-9,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s00396-014-3233-9,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,0.00058,3.236572006,41.1,0.00000089,1.86,30.9,3.24,0.000575,25,10.1007/s11743-015-1777-4,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1777-4,10.1007/s11743-015-1777-4,,10.1007/s11743-015-1777-4,10.1007/s11743-015-1777-4,
CCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,0.00065,3.187086643,37.8,0.00000109,1.51,34.2,3.19,0.000646,25,10.1007/s11743-015-1777-4,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1777-4,10.1007/s11743-015-1777-4,,10.1007/s11743-015-1777-4,10.1007/s11743-015-1777-4,
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic,0.002,2.698970004,33.24,0.00000357,0.465136994,36.3,,,23,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920.ch3,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,calculated,,10.1002/9781118228920.ch5
CCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.0006998,3.155026062,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000700003,3.1549,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0007447,3.128018646,38,,,33.97,,,25,10.1063/5.0051623,10.1016/j.ces.2022.118208,10.1002/9781119075691.ch43,10.1021/la702619a,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0006237,3.205024256,,,,,,,25,10.1063/5.0051623,,10.1111/cbdd.12236,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.000561,3.251037139,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0003926,3.406049705,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0003148,3.501965276,35,,,36.97,,,25,10.1063/5.0051623,10.1016/j.ces.2022.118208,10.1002/9781119075691.ch43,10.1021/la702619a,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0002518,3.598944274,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,0.001003,2.998699067,37.6,0.000001742,0.95,34.37,3.934,0.019565255,25,10.1080/01932691.2014.986737,10.1016/j.ces.2022.118208,,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,calculated,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,calculated
CCCCCCCCCCCC[N+](C)(C)CC(O)COC(=O)CCCCC(=O)OCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,31.4,,,,,,,,10.1016/j.ces.2022.118208,,10.4028/www.scientific.net/AMR.1004-1005.699,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000711,3.148130399,30.6,0.000003,0.55,41.4,3.64,0.000229,25,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.001239,2.906928694,28.5,0.00000106,1.57,43.5,4.12,0.0000752,25,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000607,3.216811309,33.8,0.000000827,1.19,38.2,4,0.0001,25,10.1016/j.colsurfa.2011.12.014,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,,10.1016/j.colsurfa.2011.12.014,10.1016/j.colsurfa.2011.12.014,
CCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,0.0006,3.22184875,40.2,0.00000114,1.46,31.8,3.83,0.000148,25,10.1080/01932690903192580,10.1016/j.ces.2022.118208,,10.1080/01932690903192580,10.1080/01932690903192580,10.1080/01932690903192580,10.1080/01932690903192580,10.1080/01932690903192580,10.1080/01932690903192580
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.00078,3.107905397,37,,,35,3.2,0.000631,25,10.1007/BF02517994,10.1016/j.ces.2022.118208,,10.1007/BF02517994,,,,10.1007/BF02517994,
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CC)(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,34,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la702619a,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CCCCCC)(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,30,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la702619a,,,,,
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,0.014,1.853871964,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.0009397,3.027010773,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,40.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/BF02517994,,,,,
CCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,31.1,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.03.043,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],zwitterionic,0.0046,2.337242168,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],cationic,0.0075,2.124938737,,,,,,,25,"['10.1002/9781118228920', '10.1002/9781118228920.ch3', '10.1021/acs.jpcb.1c05264']",,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],zwitterionic,0.0026,2.585026652,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],cationic,0.0031,2.508638306,,,,,,,25,"['10.1002/9781118228920', '10.1002/9781118228920.ch3', '10.1021/acs.jpcb.1c05264']",,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,0.0011,2.958607315,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,0.00007,4.15490196,25,0.0000029,0.57,46,4.970305953,0.006941024,25,"['10.1021/acs.jpcb.1c05264', '10.1016/j.colsurfa.2010.02.004', '10.1021/acs.jpcb.1c05264', '10.1016/j.colsurfa.2010.02.004']",10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1201/9780203911518,10.1016/j.colsurfa.2010.02.004,10.1016/j.colsurfa.2010.02.004,10.1016/j.colsurfa.2010.02.004,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000120005,3.9208,39.4,,,32.57,,,25,10.1016/j.chemosphere.2011.05.031,10.1016/j.ces.2022.118208,,10.1021/la00030a006,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000199986,3.699,39.5,,,32.47,,,25,10.1016/j.chemosphere.2011.05.031,10.1016/j.ces.2022.118208,,10.1021/la00030a006,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000369999,3.4318,41.5,,,30.47,,,25,10.1016/j.chemosphere.2011.05.031,10.1016/j.ces.2022.118208,,10.1021/la00030a006,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000629941,3.2007,43,,,28.97,,,25,10.1016/j.chemosphere.2011.05.031,10.1016/j.ces.2022.118208,,10.1016/0927-7757(95)03383-1,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000830042,3.0809,42.8,,,29.17,,,25,10.1016/j.chemosphere.2011.05.031,10.1016/j.ces.2022.118208,,10.1021/la00030a006,,calculated,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.0008995,3.045998832,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,0.01622,1.78994915,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.001029912,2.9872,30.6,0.00000189,0.88,42.2,3.78,0.00016,25,10.1016/j.chemosphere.2011.05.031,"['10.1016/j.ces.2022.118208', '10.1007/s11743-011-1269-0']",,10.1016/0927-7757(95)03383-1,10.1007/s11743-011-1269-0,10.1007/s11743-011-1269-0,10.1007/s11743-011-1269-0,10.1007/s11743-011-1269-0,10.1007/s11743-011-1269-0
CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.001100019,2.9586,40.1,0.00000166,1,31.9,3.37715707,0.034144387,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/0021-9797(86)90417-0', '10.1016/0021-9797(86)90417-0']",10.1016/j.ces.2022.118208,,10.1016/0021-9797(86)90417-0,10.1016/0021-9797(86)90417-0,,,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.001169,2.932185489,38,0.00000141,0.94,34,3.59,0.00026,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/j.colsurfa.2010.02.004', '10.1016/j.colsurfa.2010.02.004']","['10.1016/j.ces.2022.118208', '10.1016/j.ces.2022.118208', '10.1007/s11743-011-1269-0']",,10.1016/j.colsurfa.2010.02.004,"['10.1016/j.colsurfa.2010.02.004', '10.1007/s11743-011-1269-0']","['10.1016/j.colsurfa.2010.02.004', '10.1007/s11743-011-1269-0']","['10.1016/j.colsurfa.2010.02.004', '10.1007/s11743-011-1269-0']",10.1007/s11743-011-1269-0,10.1007/s11743-011-1269-0
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,41,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-001-0179-z,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,31.4,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.ejpe.2017.05.006,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,0.00117,2.931814138,36.3,0.00000148,1.12,35.7,3.57,0.000269,25,10.1007/s11743-015-1752-0,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1752-0,10.1007/s11743-015-1752-0,10.1007/s11743-015-1752-0,10.1007/s11743-015-1752-0,10.1007/s11743-015-1752-0,
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],zwitterionic,0.003,2.522878745,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00093994,3.0269,34,0.00000202,0.82,38,3.547179776,0.028805764,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/j.colsurfa.2010.02.004', '10.1016/j.colsurfa.2010.02.004']",10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2010.02.004,10.1016/j.colsurfa.2010.02.004,10.1016/j.colsurfa.2010.02.004,10.1016/j.colsurfa.2010.02.004,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,0.000139,3.8569852,32.3,0.00000082,2.03,39.7,4.9090184,0.007379729,25,10.1021/la301220y,10.1016/j.ces.2022.118208,,10.1021/la301220y,10.1021/la301220y,,10.1021/la301220y,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,0.000468,3.329754147,32.8,0.00000099,1.68,38.97,4.93,0.0000117,25,10.1002/jsde.12318,10.1016/j.ces.2022.118208,,10.1002/jsde.12318,10.1002/jsde.12318,10.1002/jsde.12318,10.1002/jsde.12318,,10.1002/jsde.12318
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[Br-],gemini cationic,,,47.6,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la903672r,,,,,
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,,,32.4,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2016.08.020,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)C(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,24.9,,,,,,25,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.06.051,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00054,3.26760624,37.8,0.00000141,1.17,34.2,3.83,0.000148,25,10.1016/j.jcis.2012.04.052,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2012.04.052,10.1016/j.jcis.2012.04.052,,10.1016/j.jcis.2012.04.052,10.1016/j.jcis.2012.04.052,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.01.056,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,39.2,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.01.056,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],cationic,0.01189,1.924818145,37.3,0.00000201,0.83,34.7,2.9,0.00126,25,10.1016/j.jcis.2012.04.052,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2012.04.052,10.1016/j.jcis.2012.04.052,,10.1016/j.jcis.2012.04.052,10.1016/j.jcis.2012.04.052,
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,0.003981,2.400007822,35,0.00000082,2.08,36.83,3.2,0.000631,25,10.1016/j.molliq.2016.05.088,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,10.1016/j.molliq.2016.05.088,,10.1016/j.molliq.2016.05.088
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.001229986,2.9101,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000899912,3.0458,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000860003,3.0655,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000920026,3.0362,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00052,3.283996656,40,0.00000097,5.2,32,4,0.0001,25,10.1021/la9904096,10.1016/j.ces.2022.118208,,10.1021/la9904096,10.1021/la9904096,,10.1021/la9904096,10.1021/la9904096,
CCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,gemini zwitterionic,0.000014,4.8539,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCC,gemini zwitterionic,0.000013,4.8861,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00084,3.075720714,34.5,0.00000119,1.4,37.5,3.93435237,0.019558362,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/0021-9797(86)90417-0', '10.1016/0021-9797(86)90417-0']",10.1016/j.ces.2022.118208,,10.1016/0021-9797(86)90417-0,10.1016/0021-9797(86)90417-0,,,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000800018,3.0969,31.5,0.0000021,0.72,32,3.666867871,0.025556391,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/j.jcis.2003.12.021', '10.1016/j.colsurfa.2011.01.007', '10.1016/j.jcis.2003.12.021', '10.1016/j.colsurfa.2011.01.007']",10.1016/j.ces.2022.118208,,10.1016/j.jcis.2003.12.021,"['10.1016/j.jcis.2003.12.021', '10.1016/j.colsurfa.2011.01.007']",,"['10.1016/j.jcis.2003.12.021', '10.1016/j.colsurfa.2011.01.007']",calculated,calculated
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,0.000065,4.187086643,36.4,0.00000111,1.49,35.6,4.802516684,0.008209061,25,10.1016/j.jcis.2003.12.021,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2003.12.021,10.1016/j.jcis.2003.12.021,,10.1016/j.jcis.2003.12.021,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,0.0046,2.337242168,40.7,0.00000214,0.78,31.3,2.82,0.00151,25,10.1039/C4RA07363K,10.1016/j.ces.2022.118208,,10.1039/C4RA07363K,10.1039/C4RA07363K,,10.1039/C4RA07363K,10.1039/C4RA07363K,
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,0.0088,2.055517328,38,0.00000164,1.01,34,2.85,0.00141,25,"['10.1039/C4RA07363K', '10.1021/acs.jpcb.1c05264', '10.1039/C4RA07363K']",10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1039/C4RA07363K,10.1039/C4RA07363K,,10.1039/C4RA07363K,10.1039/C4RA07363K,
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,0.00839,2.076238039,42,0.00000219,0.76,30,2.51,0.00313,25,10.1007/s11743-015-1706-6,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1706-6,10.1007/s11743-015-1706-6,,10.1007/s11743-015-1706-6,10.1007/s11743-015-1706-6,
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,0.0004,3.397940009,38.9,0.00000198,0.84,32.88,3.67,0.000214,25,10.1007/s13738-021-02247-3,10.1016/j.ces.2022.118208,,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,0.00089,3.050609993,40.2,0.00000187,0.89,31.58,3.52,0.000302,25,10.1007/s13738-021-02247-3,10.1016/j.ces.2022.118208,,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3,10.1007/s13738-021-02247-3
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic,0.0021,2.677780705,,,,,,,27,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.[Br-],cationic,0.00167,2.777283529,29.6,0.00000213,0.72,42.4,3.69,0.000201,25,10.1016/j.colsurfa.2014.05.042,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2014.05.042,10.1016/j.colsurfa.2014.05.042,,10.1016/j.colsurfa.2014.05.042,10.1016/j.colsurfa.2014.05.042,
CCCCCCCCCCCC[NH+](C)CC(C)O.[I-],cationic,0.0026,2.58502665202918,28.1,0.00000255,0.65,43.9,3.39,0.000407,25,10.1007/s11743-015-1762-y,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1762-y,,10.1007/s11743-015-1762-y,10.1007/s11743-015-1762-y,,
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.00105,2.978810701,46.1,0.00000084,1.98,25.9,3.4,0.0004,25,10.1021/la3011212,10.1016/j.ces.2022.118208,,10.1021/la3011212,10.1021/la3011212,,10.1021/la3011212,,10.1021/la3011212
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)OCCOC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00075,3.124938737,40.9,0.00000102,1.63,31.1,3.75,0.000178,25,10.1039/C5CP02115D,10.1016/j.ces.2022.118208,,10.1039/C5CP02115D,10.1039/C5CP02115D,10.1039/C5CP02115D,10.1039/C5CP02115D,,10.1039/C5CP02115D
